تاریخی,historic,بزرگ,مذهبی,شمالی
دلیل,reason,دومین,خانواده,بریتانیا
سطح,area,صد,بطور,هایی
تمام,finished,ویکی‌پدیای,نزدیک,کامپیوتر
فرانسه,France,استفاده,جوان,خرداد
متحده,united,حرکت,البته,رتبه
چون,because,کار,معاصر,گردید
زیادی,extra,حساب,یونان,درمان
معروف,famous,بسته,یکدیگر,پیرامون
سید,seyyed,تعیین,میانه,قهرمانی
توجه,paying attention,داشتن,چهار,داشت
ای,Hey,شهرستان,مهدی,سیاسی
عربی,Arabic,عهده,مربع,ص
نخستین,first,می‌شد,پخش,معمولا
همان,same,این,اعلام,رود
سیستم,system,دستور,شوند,فرد
من,my,وزیر,شهید,رشد
پایان,end,هوا,روسیه,بودند
هجری,hejira,کشتی,المپیک,فنی
نمود,appearance,می‌گوید,تشخیص,بیشتری
جدید,novel,ساختار,تعریف,کارگردانی
دکتر,doctor,مدتی,ارتش,شوروی
یافت,finding,قلعه,همچنین,تبریز
تعداد,number,پوشش,زادگان,شد
هزار,thousand,تئاتر,زبان,ه
مجلس,parliament,انگلیسی,ها,روش
برنامه,schedule,اکثر,ولایت,روشن
احمد,Ahmed,اخیر,شش,می‌گویند
علمی,scientific,آفریقا,اهالی,کرده
گفته,saying,سوم,سه,ویکی‌پدیای
توابع,suburbs,پیوند,ترک,حاصل
جهت,reason,بعدها,دل,علی
طور,Sinai Mountain,موضوع,مناسب,مهر
قرن,century,به,عراق,تدریس
قبل,before,نزدیکی,چیزی,براساس
اسلام,Islam,نوامبر,ارزش,پزشکی
سوم,third,تمامی,یونانی,یک
نویسنده,writer,همیشه,ترجمه,توابع
یعنی,that is,اوت,تبریز,جز
آزاد,free,زیرا,صورت,ورودی
جوایز,rewards,سازی,مطلق,امکان
قابل,capable,انجمن,سرعت,گلستان
غیر,stranger,واژه,شاه,وبگاه
تولد,birth,تیر,بازی‌های,کنترل
تغییر,variation,یونانی,تجاری,شدت
داستان,story,نگهداری,تئاتر,ستاره
خانه,house,هایی,اختلاف,تاریخ
مدت,time,بیشتر,مدیر,مشاهده
ما,we,موقعیت,جاده,دیگری
اشاره,sign,بازیگر,عبارتند,اکثر
تحت,under,دل,جرم,انتخابات
آلمان,Germany,ص,پاریس,خط
حکومت,rule,زیبا,می‌رسد,ترتیب
ترجمه,translation,اقتصاد,کمک,می‌دهد
نسبت,relation,های,دادگان,شده‌اند
باعث,cause,شبیه,عملیات,زمین
زمانی,while,نبود,اتحاد,وب‌گاه
وارد,entered,گزارش,محدود,داشتن
رشته,field of study,منابع,مطالعه,مراکز
نوشته,written,شوروی,پروژه,پیروزی
حسین,Hossein,باشد,ساخت,ابتدا
رئیس,manager,ریاست,امر,دستگاه
انتشار,release,کردند,فقط,شد
سمت,side,مرد,اول,عربستان
کیلومتر,kilometer,موضوع,اختلاف,صورت
مسجد,Mosque,گسترده,پروژه,بازیکنان
دیگری,the other,کامپیوتر,تشکیل,گروه‌های
قانون,law,زیادی,ساله,شهریور
جنوبی,southern,رنگ,تاریخچه,کیلومتر
سپس,then,نشده,جدول,تاکنون
عمومی,universal,مقاومت,خانوار,جمعیت
ادامه,resumption,امور,تا,تقویم
الله,god,زیر,دوباره,سیستم
فرهنگی,cultural,نمایندگان,قمری,موارد
چهار,four,فرد,پزشکی,تولد
منتشر,published,نوع,سر,سبب
سوی,toward,آفریقا,تاسیس,ژاپن
بدون,without,دهستان‌های,خراسان,بکار
خان,Khan,محصول,موسیقی,بهترین
سرشماری,census,لحاظ,نقش,موزه
آلبوم,album,محمدرضا,تفسیر,شرح
قلعه,fortress,لحاظ,بیان,مرگ
درجه,thermometer,نرم,اهالی,ابراهیم
مربوط,relevant,کردند,نشده,سپس
صفحه,surface,رئیس,عبارت,چاپ
بازیگر,actress,صد,ابهام‌زدایی,دینی
رنگ,paint,بنیاد,پزشکی,حاکم
بالا,up,همسر,نامه,فی
چه,what,انتخاب,حسین,می‌شد
شیخ,sheik,استرالیا,ورودی,نامه
انتخاب,selection,بن,هفت,بخش‌های
آموزش,training,بنابر,نقشه,ایرانیان
زن,woman,شورای,زیاد,جنوبی
مهم,significant,طبیعی,خانه,صدا
باشگاه,club,شهر,دریاچه,فرانسوی
جای,place,روز,تن,جهانی
روش,method,هنوز,دانشگاه‌های,معنی
اعلام,announcement,سیارک,افراد,بدن
دور,term,قدیم,حضور,خرداد
باز,spread,قبلی,فرزند,حکم
غرب,west,بعدها,کنونی,روابط
کوه,mountain,هشت,تئاتر,مشاهده
اروپا,Europe,تقریباً,تابع,مردان
نه,no,آخر,نبود,برخوردار
روزنامه,newspaper,دادند,شیراز,نیاز
کامل,complete,ایالت,مالی,حال
شروع,start,هند,مهم,اجرام
قسمت,share,يا,جهت,عربستان
عراق,Iraq,کردن,سر,اصل
شمالی,northern,محمد,درون,عبور
اجتماعی,social,استقلال,دریایی,کرمان
ممکن,possible,اساسی,مانند,سال
تبدیل,transformation,اهل,سایت,جغرافیایی
هنر,art,شعر,ایستگاه,محلی
خانوار,family,علاوه,گاه,دسترسی
انسان,human,مربع,می‌شد,اکثر
پسر,son,سفر,خدمات,اروپا
شبکه,network,طی,مناسب,ثابت
امام,Imam,تولد,علیه,اوایل
خورشیدی,solar,امنیت,قرآن,مساحت
سایت,center,همراه,داستان,وارد
افزایش,increase,تعدادی,پرورش,نشان
حقوق,salary,گرم,منتشر,بیماری
بازدید,return visit,عباس,تقویم,درون
حسن,Hasan,رهبر,دسامبر,متفاوت
مناطق,region,بار,دستگاه,صورت
وزارت,ministry,ملی,تهیه,شیر
نظامی,soldier,هنر,عهده,كه
تقویم,appraisal,چند,مسائل,بسیار
شماره,number,علم,توانست,از
جان,soul,مجلس,رتبه,قوانین
کنار,side,تاریخی,خانواده,آنجا
رسید,receipt,چرا,مسیر,اعلام
دهه,decade,بندی,کشف,قلعه
دنیا,world,تو,دارد,مرداد
هیچ,no,امکان,مرکزی,حکومت
چنین,such a,همان,آن‌ها,سبز
عضو,organ,دقیقه,حالت,چیزی
آباد,thriving,سوم,اجازه,دریاچه
آنجا,there,شاعر,نقطه,فیزیک
آنان,they,رشته,خط,لیگ
افغانستان,Afghanistan,قدرت,تلاش,نور
خراسان,Khorasan,سازی,هند,محمود
بنا,mason,می‌گویند,برجسته,شورای
ادبیات,literature,آموزش,همیشه,خط
موجود,creature,مدرسه,نه,بسیار
زاده,born,تمامی,شامل,ش
فارس,Fars,تدریس,جنبش,مدرسه
توسعه,spreading,فناوری,مهم,واژه
سی,thirty,روسیه,شش,صفحه
عمل,operation,مفهوم,بن,بسیاری
کننده,performer,سبک,حسن,شهر
ریاست,directorship,شرکت,کارشناسی,نماینده
معنی,spirit,هفت,بکار,کاربرد
تپه,hill,هدایت,دسترسی,برادر
مهندسی,engineering,تاسیس,فوریه,ورودی
جلد,volume,نوشته,نشر,جمهور
مواد,materials,مصر,جنوبی,هایی
جام,grail,رودخانه,پایین,حسن
خانواده,family,خمینی,سالهای,داده
طبیعی,normal,سیاسی,تاکنون,مقابل
قدرت,power,ستاره,کل,فراهم
دریافت,understanding,کد,خواننده,ایشان
حضور,presence,آذربایجان,خواننده,پایگاه
سبک,style,مثال,فرهنگی,پرواز
حتی,even,دل,بخش‌های,مقدس
جریان,story,دلیل,هدایت,مانند
انتخابات,elections,جدید,مهندسی,تحقیقات
سازی,instrumental,قهرمان,آیت,صورت
هنگام,time,طرح,بازار,منطقه
طریق,way,سفر,نظر,حکم
پدر,father,جهان,براساس,روابط
طی,through,بدون,کشتی,خدا
بودن,exist,ریاضی,استاد,کلمه
ایالت,state,حمل,پدر,داد
اصفهان,Esfehan,برنامه,مقاله,ما
جزیره,isle,تا,حرکت,گیری
داخلی,local,توجه,اعدام,رضا
میلیون,million,فرهنگی,آوریل,انسان
رفت,went,نیز,جریان,فیلم‌های
طراحی,designing,سرانجام,قالب,اخیر
نتیجه,result,چنین,عصر,پا
گل,mud,کالیفرنیا,اتحادیه,مردم
کمک,help,موزه,نیاز,فرمان
پیدا,visible,دنیا,خویش,طرح
شعر,poetry,داشتند,مطالعات,ایالات
علت,cause,لازم,ادبی,سایت
درصد,percentage,شبه,مقام,زنان
پزشکی,medical profession,استقلال,خدمات,ج
میلاد,birth,طبقه,افزایش,هنر
حرکت,movement,حقیقت,معماری,می
استاد,professor,تاکنون,یونانی,کنترل
نزدیک,near,حال,آوریل,شرکت
خارج,outside of,بالای,های,گذشته
قمری,lunar,مجله,روستا,اقتصاد
انواع,types,می‌گوید,شرایط,جزیره
گذشته,past,گاز,بازیکنان,نور
سایر,other,صنعت,فقط,شناسی
واحد,unit,مثل,دسترسی,قرمز
رشد,growth,جنبش,مطرح,بسته
هند,India,ثابت,مرداد,ریاست
چین,China,گونه,واحد,نام‌های
سده,obstruction,تعداد,ترانه,تحصیلات
انجمن,society,جای,كه,فوریه
مرد,man,کرمان,سطح,درجه
شناخته,known,مطلق,المللی,تحصیل
برد,winning,گفت,فارس,محل
زمینه,area,دکتر,بی‌بی‌سی,اغلب
رود,river,ستاره,اکبر,یافت
طرف,side,خواهد,قرمز,انواع
اقتصادی,economic,علوم,سپس,سلطنت
روسیه,Russia,معمولا,فعالیت,اغلب
پایگاه,base,دانش,آن‌ها,مرکزی
ویژه,specially for,ممکن,شدید,ایتالیا
فقط,only,کتاب,پس,خود
دانشکده,college,دقیقه,علاوه,نیز
سرعت,speed,رنگ,دست,ویژه
وزیر,minister,تبریز,تفسیر,مهم
کم,little,دو,مادر,درگاه
حالت,state,تر,منطقه,مشهور
پی,after,نشانی,حد,جامعه
تر,wet,دارد,ان,راه
شرق,orient,بیت,انجمن,آنها
زنده,fresh,سایر,بازیگر,خدمات
بیماری,illness,متحد,زیاد,اساس
قرآن,Qoran,شوروی,سرانجام,نیروهای
اکنون,currently,بیان,صنعت,رشد
اندازه,size,فوتبال,زندگی,آوریل
بررسی,inspection,نقش,مقدار,هدایت
مدرسه,school,امپراتوری,شدت,ماشین
آمده,incoming,آنان,هفتم,فضای
شمار,number,جدا,متفاوت,بوده‌است
ارائه,providing,مراکز,اطلاعات,خاطر
رضا,Reza,سرشماری,می‌دهد,بیماری
بدن,body,عباس,مدیر,روستا
مدیریت,management,جدید,پخش,نو
دی,Dey,تقویم,بندی,مجلس
علم,science,اطلاعات,همچون,بدین
کل,total,سایت,جوایز,کمک
کشاورزی,agriculture,تک,باقی,برای
دیده,seen,دوران,سیاسی,خورشیدی
نشر,spreading,بیماری,قدر,عمومی
نیاز,requirement,گرفت,بنام,جمهوری
سن,Seine,یافت,کالیفرنیا,می‌کنند
گونه,manner,سرشماری,قدر,جمع
ارتش,military,پوشش,گزارش,حقوق
نامه,letter,داخلی,تحصیلات,شهریور
پرداخت,polishing,تک,بعدها,امروز
نمایش,illustration,کتابخانه,هیچ,سد
حمله,attack,را,اصل,وسیله
ترتیب,system,بازی‌های,بدن,دیگر
مشهور,well-known,خراسان,توسعه,ایرانی
جامعه,society,مصر,رئیس,المللی
موارد,cases,ایران,هوای,ام
آخرین,last,نوعی,ششم,همسر
کنترل,inspection,آمده,مي,بخش
هنری,artistic,دستگاه,متن,نگاه
کاهش,reduction,افغانستان,حقیقت,آلمان
رو,visage,شبیه,ترجمه,ساله
تقسیم,division,آمد,شرکت,ده
دار,gallows,اکثر,نقطه,طرح
شهری,urban,آسیا,علی,خاک
ناشر,publisher,تاریخ,میلاد,عرب
قدیمی,old,پایتخت,عهده,گل
بعضی,some,همانند,ملی,رفته
عدد,piece,اختلاف,پانویس,عملیات
طرح,project,میلیون,می‌باشند,درست
صنعتی,industrial,خوانندگان,اعلام,مربوط
دستگاه,plant,دل,دارد,نوامبر
عالی,supreme,ارتفاع,انتشارات,حکم
مصر,Egypt,ندارد,نور,جمع
پهلوی,Pavlavi,دوره,دریای,ماهی
سنگ,stone,سپاه,گیتار,دادگان
خاطر,sake,جستارهای,زمانی,من
ساعت,hour,اهالی,شدند,تشخیص
دین,religion,عربی,حزب,کردستان
تبریز,Tabriz,مربع,اروپا,آلبوم
بازار,market,تعدادی,شیراز,چون
پایه,rank,به,اروپا,درخت
فصل,season,آهن,می‌کند,سایت
باستان,ancient.,پس,المپیک,ابراهیم
دختر,girl,ویکی‌پدیای,مانند,ایالت
پرونده,records,محل,اين,پادشاهی
حاضر,willing,ترانه,باغ,الکتریکی
محمود,Mahmud,پنج,نمود,جمع
دانش,knowledge,دهستان‌های,قدر,اکنون
بیان,expression,دهد,اروپا,جای
ارتفاع,height,آثار,دکتر,نقاط
مساحت,area,کشتی,پول,روش
پخش,scattering,هنگامی,محصولات,پر
اجرا,performance,کلمه,لازم,رخ
داخل,inside,هفت,احتمال,می‌کرد
آزادی,release,کامل,جزیره,ش
البته,surely,رئیس,رنگ,مسعود
پادشاه,king,ترکیه,بلکه,قوانین
انگلستان,England,آقای,مجلس,روابط
همسر,spouse,برای,بسیاری,نام
ارتباط,relation,لندن,سلطان,بهترین
فرزند,child,جدا,تحصیلات,هوایی
انتقال,transfer,پا,در,خاطر
خاص,special,بسته,براساس,مردان
امور,affairs,نوامبر,برق,مطالعات
معرفی,reaction,زمینه,هزار,بودن
خارجی,foreigner,نیز,نامیده,مرز
نشانی,sign,فیلم,ایشان,قبلی
نور,Nur,سالهای,دولتی,آلمانی
چشم,eye,احمد,شیراز,امام
انرژی,energy,حاج,برگزار,نتایج
تعریف,definition,درباره,رادیو,دوم
پنج,five,زن,درصد,گرفت
دادن,give,وی,مهم,دوره
میدان,square,فرانسوی,ترین,میزان
تهیه,provision,بیت,کرده‌است,سپس
عباس,Abbas,مهم,زمانی,تقویم
هدف,target,هایی,ریاضی,شامل
مصرف,use,هنگام,نوشته,درصد
ساختمان,structure,متعلق,دادگان,هدف
نسخه,prescription,جنگ,دیده,روم
فاصله,distance,پخش,راه,نزد
امروزه,nowadays,سیارک‌ها,جای,ورود
تن,ton,صدا,ارائه,خارجی
علاوه,excess,زادگان,ادبی,بیمارستان
نقل,transportation,دیگر,پسر,ص
واژه,word,متال,بیت,می‌توان
ماده,matter,آزادی,قرمز,کردستان
شرح,explanation,بین,سه,بیان
کشته,murdered,ام,نتایج,شهرهای
شب,night,است,علم,محمدرضا
ابتدا,start,نیز,مرکز,اسماعیل
مشخص,specific,خون,براي,پیدا
موضوع,topic,سیاه,نویسندگان,ایالات
ده,ten,شماره,میلیون,یافته
سفید,white,لندن,متال,جز
مارس,March,طریق,فعالیت,بندی
ازدواج,marriage,کاخ,نماید,تن
کارگردان,stage manager,ساکن,انسان,بلکه
نخست,first,نفت,ویژه,جشنواره
کیلومتری,kilometer,موضوع,قانون,آن
خاک,soil,جمع,روزنامه,دفتر
مثل,model,سپاه,غرب,ه
هنوز,yet,ساخته,صاحب,وبگاه
پل,Paul,کل,جمعیت,تهران
کوتاه,short,شب,مناسبت‌ها,موارد
ابراهیم,Ibrahim,مرداد,داشتند,بلکه
میزان,rate,می‌شود,میان,سایت
محلی,residential,کاربرد,بانک,فاصله
سالگی,age of,نظامی,دار,طراحی
اقتصاد,economy,شرق,گردید,پارک
سفر,trip,زیادی,پیام,بازیابی‌شده
ژانویه,January,ذکر,تعدادی,متحد
مربع,square,متن,روستاهای,همانند
مثال,likeness,انتشار,ساله,پیشین
مهدی,Mehdi,اسلام,یونانی,روستاهای
سرزمین,territory,خان,شماره,کامل
فلسفه,philosophy,حل,کاهش,لازم
اصل,truth,می‌گردد,ادامه,شرکت
نظریه,view,ایشان,های,دید
یاد,memory,موزه,گرم,مشاهده
اکتبر,october,می‌تواند,باعث,بنا
خدا,God,خلق,تشکیل,توابع
فرد,person,برنامه‌های,خواننده,بسیار
زیاد,Ziad,هشت,سینما,سازمان
بریتانیا,Britain,خدمات,زیر,نیاز
جشنواره,festival,بازیگر,بر,کردن
شکست,fracture,آباد,مه,البته
کلی,general,پرونده,سفید,سخت
علیه,against,اشاره,مثال,تر
متولد,born,داخلی,افراد,گیلان
اساسی,fundamental,سد,طبقه,تنها
نمونه,type,باستانی,اوت,موزه
رودخانه,river,اینکه,ترکیب,شهرت
جمهور,public,ابن,تحت,كه
مقدار,worth,بیرون,تن,بازیابی‌شده
انسانی,humane,باستانی,فوق,نزد
نظام,system,می‌کند,اختیار,مهم
معماری,architecture,شرایط,کرمان,نسخه
باقی,rest,گیلان,مسائل,اجرام
برجسته,prominent,ما,ج,گزارش
مسیر,route,علاوه,پادشاهی,وجود
کسی,someone,دیگری,ناحیه,تشکیل
ایشان,she,تولید,مربوط,دسامبر
مهر,Mehr,آورد,ام,پیش
درگذشت,demise,اکنون,گسترده,فروش
شاعر,poet,تحصیلات,تاریخی,یا
فرانسوی,French,شخص,می‌باشد,نماینده
گسترش,expansion,چه,قدرت,تبدیل
رادیو,radio,آوریل,بهمن,عضو
آوریل,April,باشند,دسترسی,نشده
پر,loaded,مرگ,قدیمی,بررسی
مقابل,opposite,سخن,همان,خلیج
مقام,position,کاری,داشتند,آخرین
خون,blood,د,حسن,پیدا
چندین,some,جمهور,هوا,ترکی
امکان,probability,کمونیست,ورود,مثل
نوامبر,November,قرآن,ساز,گروه‌های
منظور,intention,دسامبر,ثبت,بعد
تحصیل,education,دی,محصول,سپس
اغلب,often,سیاسی,کشتی,دقیقه
همچون,like,تقویم,افغانستان,هفته
شخصی,private,یک,سیاه,یعنی
دسته,handle,کلی,اسکار,خصوصی
عامل,skilled,کره,پا,بار
دسامبر,December,داد,کوتاه,مهدی
عمر,Omar,کشور,استقلال,كه
نوعی,typical,سن,چهار,نویسنده
دلار,Dollar,شبیه,معرفی,مرکز
وقتی,whenever,اگر,عبارت,استفاده
بازگشت,return,میرزا,مبارزه,اهالی
همکاری,collaboration,شرح,حالی,زندگی
دولتی,governmental,مسعود,کوچک,تجاری
کسب,profession,شوند,دوم,کیلومتر
تلویزیونی,televised,صدا,مه,شب
شوروی,Soviet Union,مشهد,برگزار,سطح
باستانی,ancient,پزشکی,بازیابی‌شده,حل
ثبت,registeration,دهه,اهالی,مهم
نامیده,named,محمد,اینترنتی,نشده
موجب,motive,می‌گیرد,خانواده,ج
دستور,order,طرف,درمان,قلعه
هفت,seven,دادگان,بزرگترین,آلمانی
اولیه,primitive,قهرمان,شرقی,بیشتری
بندر,seaport,فیزیک,منتشر,هفت
نژاد,race,گاه,ابن,رنگ
محسوب,counted,کنند,خط,پایه
عملیات,operations,در,تئاتر,بیماری
عهده,trust,اینترنت,بدون,رود
جمع,total,سال,بازی‌های,خورشیدی
ناحیه,area,رده,شیر,لندن
کشف,discovery,شاه,ترکیه,اول
یمن,Yemen,ارتباط,آموزشی,لحاظ
نو,new,عمده,کشوری,نیست
توضیح,exposition,غربی,شیعه,سر
زیرا,because,میان,ساخته,ام
حمایت,support,سیاست,وزیر,دوم
اطراف,surrounding,غربی,دوم,فرد
طبق,based on,کنونی,یکی,یونانی
نفت,petroleum,خراسان,مسجد,امنیت
نقطه,point,سبب,اشاره,مشغول
پایین,low,دقیقه,امر,هم
ستاره,star,آیت,نقش,موجود
موزه,museum,هند,دستگاه,زادگان
محیط,environment,هنری,وضعیت,روستا
پارک,park,تأثیر,هفتم,آسیا
موفق,successful,توسط,کلمه,جز
دقیقه,minute,کلیسای,داشتند,مسابقات
لازم,necessary,تلویزیونی,داد,مطرح
بیست,twenty,رودخانه,اقدام,اختلاف
کنونی,present,آموزشی,روسیه,تحصیلات
شما,yours,جریان,شدند,بعدها
خواننده,singer,نمود,سال‌های,پشت
فیزیک,physics,نظام,مکان,معاصر
دریایی,sea,گلستان,اطلاعات,حاج
ژاپن,Japan,برتر,عصر,فصل
ذکر,remembering,عملیات,تئاتر,شش
خیابان,street,تلویزیونی,اواخر,چشمه
فروش,sale,یاد,کوچک,رویدادها
تاریخچه,diary,نیروی,می‌شد,تئاتر
پشت,rear,اصفهان,جنوبی,همچنین
نیویورک,New York,ریاست,قرار,یعنی
معاصر,contemporary,شدید,ابهام‌زدایی,شورای
باغ,orchard,نظر,بدین,تعیین
